
        alt         XM         FN        SFC         WF

        alt         XM         FN        SFC         WF
      12083    0.73958     20.232     16.872    0.34135
      12500    0.73958     18.942     16.876    0.31965
      12917    0.73958     17.733      16.88    0.29933
      13333    0.73958     16.602     16.884     0.2803
      13750    0.73958     15.542     16.889    0.26248
      14167    0.73958      14.55     16.894     0.2458
      14583    0.73958     13.621     16.899    0.23017
      15000    0.73958     12.751     16.904    0.21554
      15417    0.73958     11.936      16.91    0.20184
      15833    0.73958     11.173     16.917    0.18901
      16250    0.73958     10.459     16.924      0.177
      16667    0.73958     9.7897     16.931    0.16575
      17083    0.73958     9.1632     16.939    0.15522
      17500    0.73958     8.5766     16.948    0.14535
      17917    0.73958     8.0273     16.957    0.13612
      18333    0.73958     7.5129     16.967    0.12747
      18750    0.73958     7.0312     16.977    0.11937
      19167    0.73958     6.5801     16.988    0.11178
      19583    0.73958     6.1577         17    0.10468
      20000    0.73958     5.7621     17.012   0.098026
          0    0.75417     34.742     33.981     1.1806
     416.67    0.75417     36.605     31.198      1.142
     833.33    0.75417     39.852     27.709     1.1043
       1250    0.75417     50.679     21.062     1.0674
     1666.7    0.75417     52.537     19.634     1.0315
     2083.3    0.75417     52.842     18.857    0.99644
       2500    0.75417     52.472     18.337    0.96218
     2916.7    0.75417     51.709      17.96    0.92871
     3333.3    0.75417     50.691     17.677    0.89606
       3750    0.75417     49.496      17.46    0.86419
     4166.7    0.75417     48.178     17.292    0.83311
     4583.3    0.75417     46.772     17.164     0.8028
       5000    0.75417     45.307     17.067    0.77326
     5416.7    0.75417     43.814     16.992    0.74447
     5833.3    0.75417     42.286     16.922    0.71555
       6250    0.75417     40.737     16.858    0.68673
     6666.7    0.75417      39.18      16.81    0.65862
     7083.3    0.75417     37.624     16.777    0.63122
       7500    0.75417     36.076     16.757    0.60453
     7916.7    0.75417     34.544     16.749    0.57856
     8333.3    0.75417     33.032      16.75     0.5533
       8750    0.75417     31.544     16.762    0.52874
     9166.7    0.75417     30.086     16.782     0.5049
     9583.3    0.75417     28.659      16.81    0.48176
      10000    0.75417     27.267     16.846    0.45933
      10417    0.75417     25.913      16.89    0.43767
      10833    0.75417     24.596     16.941    0.41668
      11250    0.75417     23.148     16.965     0.3927
      11667    0.75417     21.672     16.968    0.36773
      12083    0.75417      20.29     16.972    0.34436
      12500    0.75417     18.996     16.976    0.32247
      12917    0.75417     17.784      16.98    0.30197
      13333    0.75417     16.649     16.984    0.28277
      13750    0.75417     15.586     16.989     0.2648
      14167    0.75417     14.591     16.994    0.24796
      14583    0.75417      13.66     16.999     0.2322
      15000    0.75417     12.787     17.005    0.21744
      15417    0.75417      11.97     17.011    0.20362
      15833    0.75417     11.205     17.017    0.19067
      16250    0.75417     10.488     17.024    0.17856
      16667    0.75417     9.8176     17.032    0.16721
      17083    0.75417     9.1893      17.04    0.15658
      17500    0.75417      8.601     17.048    0.14663
      17917    0.75417     8.0501     17.058    0.13732
      18333    0.75417     7.5343     17.067    0.12859
      18750    0.75417     7.0512     17.078    0.12042
      19167    0.75417     6.5988     17.089    0.11277
      19583    0.75417     6.1752     17.101     0.1056
      20000    0.75417     5.7785     17.113   0.098889
          0    0.76875     33.564      35.42     1.1888
     416.67    0.76875     35.338     32.543       1.15
     833.33    0.76875     38.147     29.152     1.1121
       1250    0.76875     49.069     21.907     1.0749
     1666.7    0.76875     51.712     20.088     1.0388
     2083.3    0.76875     52.273     19.197     1.0035
       2500    0.76875      52.05     18.617      0.969
     2916.7    0.76875     51.386     18.202    0.93532
     3333.3    0.76875     50.442     17.891    0.90244
       3750    0.76875     49.305     17.653    0.87037
     4166.7    0.76875     48.033     17.469    0.83908
     4583.3    0.76875     46.665     17.327    0.80857
       5000    0.76875      45.23     17.219    0.77883
     5416.7    0.76875     43.763     17.134    0.74985
     5833.3    0.76875     42.261     17.067    0.72129
       6250    0.76875     40.732     16.997     0.6923
     6666.7    0.76875     39.191     16.943    0.66402
     7083.3    0.76875     37.648     16.905    0.63645
       7500    0.76875     36.112      16.88    0.60958
     7916.7    0.76875     34.589     16.868    0.58344
     8333.3    0.76875     33.084     16.866    0.55801
       8750    0.76875     31.603     16.875    0.53329
     9166.7    0.76875     30.149     16.892    0.50927
     9583.3    0.76875     28.726     16.917    0.48597
      10000    0.76875     27.336      16.95    0.46336
      10417    0.76875     25.984     16.993    0.44153
      10833    0.76875     24.668     17.042    0.42039
      11250    0.76875     23.217     17.065     0.3962
      11667    0.76875     21.737     17.069    0.37102
      12083    0.76875     20.351     17.072    0.34743
      12500    0.76875     19.053     17.076    0.32534
      12917    0.76875     17.837      17.08    0.30466
      13333    0.76875     16.699     17.085     0.2853
      13750    0.76875     15.633     17.089    0.26716
      14167    0.76875     14.635     17.094    0.25018
      14583    0.76875     13.701       17.1    0.23427
      15000    0.76875     12.825     17.105    0.21938
      15417    0.76875     12.006     17.111    0.20543
      15833    0.76875     11.238     17.118    0.19238
      16250    0.76875      10.52     17.125    0.18015
      16667    0.76875     9.8469     17.132     0.1687
      17083    0.76875     9.2168     17.141    0.15798
      17500    0.76875     8.6267     17.149    0.14794
      17917    0.76875     8.0742     17.158    0.13854
      18333    0.76875     7.5568     17.168    0.12974
      18750    0.76875     7.0722     17.179    0.12149
      19167    0.76875     6.6185      17.19    0.11377
      19583    0.76875     6.1936     17.202    0.10654
      20000    0.76875     5.7957     17.215   0.099771
          0    0.78333     32.379     36.977     1.1973
     416.67    0.78333     34.088     33.978     1.1582
     833.33    0.78333     36.604     30.599       1.12
       1250    0.78333     46.707      23.18     1.0827
     1666.7    0.78333     50.788       20.6     1.0462
     2083.3    0.78333     51.657     19.565     1.0107
       2500    0.78333     51.599     18.914    0.97597
     2916.7    0.78333     51.046     18.455    0.94206
     3333.3    0.78333     50.181     18.114    0.90897
       3750    0.78333     49.105     17.853    0.87668
     4166.7    0.78333     47.882     17.651    0.84518
     4583.3    0.78333     46.555     17.495    0.81446
       5000    0.78333     45.153     17.375    0.78452
     5416.7    0.78333     43.712      17.28    0.75534
     5833.3    0.78333     42.236     17.211    0.72691
       6250    0.78333     40.727     17.138    0.69797
     6666.7    0.78333     39.204     17.078    0.66952
     7083.3    0.78333     37.675     17.034    0.64177
       7500    0.78333     36.151     17.005    0.61474
     7916.7    0.78333     34.637     16.988    0.58842
     8333.3    0.78333      33.14     16.983    0.56282
       8750    0.78333     31.665     16.988    0.53792
     9166.7    0.78333     30.215     17.003    0.51374
     9583.3    0.78333     28.796     17.026    0.49027
      10000    0.78333     27.409     17.056     0.4675
      10417    0.78333     26.058     17.096    0.44548
      10833    0.78333     24.744     17.143    0.42418
      11250    0.78333      23.29     17.166    0.39978
      11667    0.78333     21.805     17.169    0.37437
      12083    0.78333     20.414     17.173    0.35057
      12500    0.78333     19.112     17.177    0.32828
      12917    0.78333     17.893     17.181    0.30742
      13333    0.78333     16.751     17.185    0.28787
      13750    0.78333     15.682      17.19    0.26957
      14167    0.78333     14.681     17.195    0.25244
      14583    0.78333     13.743       17.2    0.23639
      15000    0.78333     12.865     17.206    0.22136
      15417    0.78333     12.043     17.212    0.20729
      15833    0.78333     11.274     17.219    0.19411
      16250    0.78333     10.553     17.226    0.18178
      16667    0.78333     9.8777     17.233    0.17023
      17083    0.78333     9.2456     17.242    0.15941
      17500    0.78333     8.6537      17.25    0.14928
      17917    0.78333     8.0994     17.259    0.13979
      18333    0.78333     7.5803     17.269    0.13091
      18750    0.78333     7.0943      17.28    0.12259
      19167    0.78333     6.6391     17.291     0.1148
      19583    0.78333     6.2129     17.303     0.1075
      20000    0.78333     5.8138     17.316    0.10067
          0    0.79792     31.185     38.669     1.2059
     416.67    0.79792     32.846     35.517     1.1666
     833.33    0.79792     35.154     32.092     1.1282
       1250    0.79792     40.221     27.114     1.0905
     1666.7    0.79792     49.733     21.189     1.0538
     2083.3    0.79792     50.985     19.967      1.018
       2500    0.79792     51.116     19.232    0.98308
     2916.7    0.79792     50.684     18.723    0.94895
     3333.3    0.79792     49.905     18.347    0.91563
       3750    0.79792     48.896     18.061    0.88312
     4166.7    0.79792     47.725      17.84     0.8514
     4583.3    0.79792     46.439     17.668    0.82048
       5000    0.79792     45.072     17.535    0.79032
     5416.7    0.79792     43.658      17.43    0.76094
     5833.3    0.79792     42.207     17.351    0.73232
       6250    0.79792     40.723     17.281    0.70375
     6666.7    0.79792     39.217     17.215    0.67512
     7083.3    0.79792     37.704     17.166     0.6472
       7500    0.79792     36.191     17.131    0.61999
     7916.7    0.79792     34.687      17.11     0.5935
     8333.3    0.79792     33.198     17.101    0.56772
       8750    0.79792      31.73     17.103    0.54266
     9166.7    0.79792     30.285     17.114     0.5183
     9583.3    0.79792     28.869     17.134    0.49466
      10000    0.79792     27.485     17.163    0.47172
      10417    0.79792     26.135     17.199     0.4495
      10833    0.79792     24.822     17.244    0.42804
      11250    0.79792     23.366     17.266    0.40344
      11667    0.79792     21.876      17.27    0.37779
      12083    0.79792     20.481     17.274    0.35378
      12500    0.79792     19.174     17.278    0.33129
      12917    0.79792     17.951     17.282    0.31023
      13333    0.79792     16.806     17.286    0.29051
      13750    0.79792     15.733     17.291    0.27204
      14167    0.79792     14.729     17.296    0.25475
      14583    0.79792     13.788     17.301    0.23855
      15000    0.79792     12.907     17.307    0.22339
      15417    0.79792     12.083     17.313    0.20919
      15833    0.79792      11.31      17.32    0.19589
      16250    0.79792     10.587     17.327    0.18344
      16667    0.79792     9.9098     17.334    0.17178
      17083    0.79792     9.2756     17.343    0.16086
      17500    0.79792     8.6818     17.351    0.15064
      17917    0.79792     8.1257     17.361    0.14107
      18333    0.79792      7.605     17.371     0.1321
      18750    0.79792     7.1174     17.381    0.12371
      19167    0.79792     6.6607     17.393    0.11585
      19583    0.79792     6.2331     17.405    0.10849
      20000    0.79792     5.8327     17.418    0.10159
          0     0.8125     29.979     40.518     1.2147
     416.67     0.8125     31.609     37.178     1.1751
     833.33     0.8125     33.762      33.66     1.1364
       1250     0.8125     37.589     29.226     1.0986
     1666.7     0.8125     48.494     21.891     1.0616
     2083.3     0.8125     50.246      20.41     1.0255
       2500     0.8125     50.596     19.574    0.99034
     2916.7     0.8125     50.297     19.007    0.95598
     3333.3     0.8125     49.613     18.593    0.92243
       3750     0.8125     48.675     18.278    0.88969
     4166.7     0.8125     47.559     18.036    0.85776
     4583.3     0.8125     46.318     17.846    0.82662
       5000     0.8125     44.988     17.699    0.79625
     5416.7     0.8125     43.601     17.584    0.76667
     5833.3     0.8125     42.177     17.494    0.73784
       6250     0.8125     40.719     17.428    0.70964
     6666.7     0.8125     39.231     17.354    0.68083
     7083.3     0.8125     37.733     17.299    0.65274
       7500     0.8125     36.233     17.259    0.62535
     7916.7     0.8125      34.74     17.233    0.59868
     8333.3     0.8125     33.259      17.22    0.57272
       8750     0.8125     31.797     17.218    0.54748
     9166.7     0.8125     30.358     17.226    0.52295
     9583.3     0.8125     28.946     17.244    0.49914
      10000     0.8125     27.565      17.27    0.47603
      10417     0.8125     26.216     17.303    0.45362
      10833     0.8125     24.904     17.346    0.43199
      11250     0.8125     23.444     17.367    0.40717
      11667     0.8125      21.95     17.371    0.38129
      12083     0.8125      20.55     17.375    0.35705
      12500     0.8125     19.239     17.379    0.33435
      12917     0.8125     18.012     17.383     0.3131
      13333     0.8125     16.862     17.387    0.29319
      13750     0.8125     15.786     17.392    0.27456
      14167     0.8125     14.778     17.397     0.2571
      14583     0.8125     13.835     17.403    0.24076
      15000     0.8125     12.951     17.408    0.22545
      15417     0.8125     12.123     17.415    0.21112
      15833     0.8125     11.348     17.421     0.1977
      16250     0.8125     10.623     17.428    0.18513
      16667     0.8125     9.9432     17.436    0.17337
      17083     0.8125     9.3069     17.444    0.16235
      17500     0.8125     8.7111     17.453    0.15204
      17917     0.8125     8.1531     17.462    0.14237
      18333     0.8125     7.6306     17.472    0.13333
      18750     0.8125     7.1414     17.483    0.12485
      19167     0.8125     6.6832     17.494    0.11692
      19583     0.8125     6.2541     17.507    0.10949
      20000     0.8125     5.8524      17.52    0.10253
          0    0.82708     28.759     42.548     1.2236
     416.67    0.82708     30.368     38.983     1.1838
     833.33    0.82708     32.409     35.326     1.1449
       1250    0.82708      35.63     31.064     1.1068
     1666.7    0.82708     46.965     22.773     1.0695
     2083.3    0.82708     49.424     20.904     1.0331
       2500    0.82708      50.03     19.943    0.99774
     2916.7    0.82708     49.882     19.308    0.96315
     3333.3    0.82708     49.301     18.851    0.92937
       3750    0.82708     48.439     18.506     0.8964
     4166.7    0.82708     47.383     18.239    0.86424
     4583.3    0.82708      46.19     18.032    0.83288
       5000    0.82708     44.898     17.869    0.80231
     5416.7    0.82708     43.541     17.742    0.77251
     5833.3    0.82708     42.145     17.641    0.74347
       6250    0.82708     40.711     17.568     0.7152
     6666.7    0.82708     39.245     17.496    0.68665
     7083.3    0.82708     37.763     17.434    0.65837
       7500    0.82708     36.277     17.389    0.63081
     7916.7    0.82708     34.794     17.358    0.60395
     8333.3    0.82708     33.322      17.34    0.57782
       8750    0.82708     31.867     17.335     0.5524
     9166.7    0.82708     30.433     17.339     0.5277
     9583.3    0.82708     29.025     17.354     0.5037
      10000    0.82708     27.647     17.377    0.48042
      10417    0.82708       26.3     17.408    0.45785
      10833    0.82708     24.989     17.448    0.43602
      11250    0.82708     23.526     17.469    0.41098
      11667    0.82708     22.026     17.472    0.38485
      12083    0.82708     20.622     17.476    0.36039
      12500    0.82708     19.306      17.48    0.33748
      12917    0.82708     18.075     17.485    0.31603
      13333    0.82708     16.921     17.489    0.29594
      13750    0.82708     15.841     17.494    0.27712
      14167    0.82708      14.83     17.499    0.25951
      14583    0.82708     13.883     17.504    0.24301
      15000    0.82708     12.996      17.51    0.22756
      15417    0.82708     12.166     17.516     0.2131
      15833    0.82708     11.388     17.523    0.19955
      16250    0.82708      10.66      17.53    0.18687
      16667    0.82708     9.9779     17.538    0.17499
      17083    0.82708     9.3394     17.546    0.16387
      17500    0.82708     8.7415     17.555    0.15346
      17917    0.82708     8.1816     17.564     0.1437
      18333    0.82708     7.6572     17.575    0.13457
      18750    0.82708     7.1663     17.585    0.12602
      19167    0.82708     6.7065     17.597    0.11801
      19583    0.82708      6.276     17.609    0.11051
      20000    0.82708     5.8728     17.622    0.10349
          0    0.84167     27.522     44.792     1.2328
     416.67    0.84167     29.122     40.956     1.1927
     833.33    0.84167     31.081     37.113     1.1535
       1250    0.84167     33.924     32.873     1.1152
     1666.7    0.84167     44.856     24.024     1.0776
     2083.3    0.84167     48.497     21.465      1.041
       2500    0.84167     49.413     20.345     1.0053
     2916.7    0.84167     49.435     19.631    0.97046
     3333.3    0.84167     48.968     19.124    0.93644
       3750    0.84167     48.188     18.744    0.90324
     4166.7    0.84167     47.196     18.452    0.87086
     4583.3    0.84167     46.054     18.224    0.83927
       5000    0.84167     44.803     18.045    0.80848
     5416.7    0.84167     43.477     17.905    0.77847
     5833.3    0.84167      42.11     17.792    0.74922
       6250    0.84167       40.7     17.709    0.72075
     6666.7    0.84167     39.259     17.641    0.69257
     7083.3    0.84167     37.794     17.572    0.66411
       7500    0.84167     36.321      17.52    0.63637
     7916.7    0.84167      34.85     17.484    0.60933
     8333.3    0.84167     33.387     17.462    0.58301
       8750    0.84167     31.939     17.452    0.55742
     9166.7    0.84167     30.511     17.454    0.53253
     9583.3    0.84167     29.107     17.465    0.50836
      10000    0.84167     27.732     17.486     0.4849
      10417    0.84167     26.387     17.514    0.46216
      10833    0.84167     25.077     17.551    0.44013
      11250    0.84167     23.611     17.571    0.41486
      11667    0.84167     22.105     17.574    0.38849
      12083    0.84167     20.696     17.578     0.3638
      12500    0.84167     19.376     17.582    0.34067
      12917    0.84167      18.14     17.587    0.31901
      13333    0.84167     16.982     17.591    0.29873
      13750    0.84167     15.898     17.596    0.27974
      14167    0.84167     14.883     17.601    0.26196
      14583    0.84167     13.933     17.607    0.24531
      15000    0.84167     13.043     17.612    0.22971
      15417    0.84167     12.209     17.619    0.21511
      15833    0.84167     11.429     17.625    0.20144
      16250    0.84167     10.698     17.632    0.18863
      16667    0.84167     10.014      17.64    0.17664
      17083    0.84167      9.373     17.649    0.16542
      17500    0.84167     8.7729     17.657    0.15491
      17917    0.84167      8.211     17.667    0.14506
      18333    0.84167     7.6848     17.677    0.13584
      18750    0.84167      7.192     17.688    0.12721
      19167    0.84167     6.7306     17.699    0.11913
      19583    0.84167     6.2985     17.712    0.11156
      20000    0.84167     5.8939     17.725    0.10447
          0    0.85625     26.266     47.288     1.2421
     416.67    0.85625     27.866     43.126     1.2017
     833.33    0.85625     29.766     39.048     1.1623
       1250    0.85625     32.352     34.733     1.1237
     1666.7    0.85625     38.487     28.215     1.0859
     2083.3    0.85625     47.432     22.116      1.049
       2500    0.85625     48.733     20.786      1.013
     2916.7    0.85625      48.95     19.978    0.97791
     3333.3    0.85625     48.609     19.413    0.94366
       3750    0.85625      47.92     18.995    0.91023
     4166.7    0.85625     46.996     18.674     0.8776
     4583.3    0.85625     45.908     18.424    0.84579
       5000    0.85625     44.701     18.227    0.81477
     5416.7    0.85625     43.409     18.073    0.78454
     5833.3    0.85625     42.071     17.948    0.75509
       6250    0.85625     40.687     17.853     0.7264
     6666.7    0.85625      39.27     17.787    0.69848
     7083.3    0.85625     37.824     17.712    0.66995
       7500    0.85625     36.366     17.655    0.64202
     7916.7    0.85625     34.907     17.613     0.6148
     8333.3    0.85625     33.453     17.586     0.5883
       8750    0.85625     32.013     17.572    0.56252
     9166.7    0.85625     30.591     17.569    0.53746
     9583.3    0.85625     29.192     17.577    0.51311
      10000    0.85625     27.819     17.595    0.48947
      10417    0.85625     26.477     17.621    0.46655
      10833    0.85625     25.167     17.655    0.44433
      11250    0.85625     23.698     17.673    0.41883
      11667    0.85625     22.187     17.677     0.3922
      12083    0.85625     20.772     17.681    0.36727
      12500    0.85625     19.447     17.685    0.34392
      12917    0.85625     18.207     17.689    0.32206
      13333    0.85625     17.045     17.694    0.30159
      13750    0.85625     15.957     17.699    0.28242
      14167    0.85625     14.938     17.704    0.26446
      14583    0.85625     13.984     17.709    0.24765
      15000    0.85625     13.091     17.715    0.23191
      15417    0.85625     12.254     17.722    0.21717
      15833    0.85625     11.471     17.728    0.20336
      16250    0.85625     10.738     17.735    0.19043
      16667    0.85625     10.051     17.743    0.17833
      17083    0.85625     9.4075     17.752      0.167
      17500    0.85625     8.8053     17.761    0.15639
      17917    0.85625     8.2413      17.77    0.14645
      18333    0.85625     7.7131      17.78    0.13714
      18750    0.85625     7.2185     17.791    0.12843
      19167    0.85625     6.7554     17.803    0.12027
      19583    0.85625     6.3217     17.815    0.11262
      20000    0.85625     5.9156     17.828    0.10547
          0    0.87083     24.989     50.083     1.2515
     416.67    0.87083     26.596      45.53     1.2109
     833.33    0.87083     28.456      41.16     1.1712
       1250    0.87083     30.862     36.691     1.1324
     1666.7    0.87083     35.121     31.158     1.0943
     2083.3    0.87083     46.174     22.895     1.0572
       2500    0.87083     47.978     21.277     1.0208
     2916.7    0.87083     48.422     20.352     0.9855
     3333.3    0.87083     48.221     19.722    0.95101
       3750    0.87083     47.631     19.259    0.91734
     4166.7    0.87083     46.781     18.907    0.88448
     4583.3    0.87083     45.751     18.632    0.85244
       5000    0.87083      44.59     18.416    0.82119
     5416.7    0.87083     43.336     18.247    0.79074
     5833.3    0.87083     42.027     18.109    0.76107
       6250    0.87083     40.671     18.002    0.73217
     6666.7    0.87083     39.277     17.925    0.70403
     7083.3    0.87083     37.852     17.856    0.67589
       7500    0.87083      36.41     17.791    0.64778
     7916.7    0.87083     34.964     17.743    0.62038
     8333.3    0.87083     33.521     17.711    0.59369
       8750    0.87083     32.088     17.693    0.56772
     9166.7    0.87083     30.673     17.686    0.54248
     9583.3    0.87083     29.278     17.691    0.51795
      10000    0.87083     27.909     17.705    0.49413
      10417    0.87083     26.569     17.729    0.47103
      10833    0.87083     25.261      17.76    0.44863
      11250    0.87083     23.788     17.777    0.42288
      11667    0.87083     22.271     17.781    0.39599
      12083    0.87083     20.851     17.784    0.37082
      12500    0.87083     19.521     17.789    0.34725
      12917    0.87083     18.276     17.793    0.32517
      13333    0.87083     17.109     17.798     0.3045
      13750    0.87083     16.017     17.802    0.28515
      14167    0.87083     14.995     17.808    0.26702
      14583    0.87083     14.037     17.813    0.25005
      15000    0.87083      13.14     17.819    0.23415
      15417    0.87083     12.301     17.825    0.21927
      15833    0.87083     11.515     17.832    0.20533
      16250    0.87083     10.778     17.839    0.19228
      16667    0.87083     10.089     17.847    0.18005
      17083    0.87083     9.4431     17.856    0.16861
      17500    0.87083     8.8386     17.865     0.1579
      17917    0.87083     8.2724     17.874    0.14786
      18333    0.87083     7.7423     17.884    0.13847
      18750    0.87083     7.2459     17.895    0.12967
      19167    0.87083      6.781     17.907    0.12143
      19583    0.87083     6.3456      17.92    0.11371
      20000    0.87083      5.938     17.933    0.10648
          0    0.88542     23.689     53.239     1.2612
     416.67    0.88542     25.311     48.213     1.2203
     833.33    0.88542     27.144     43.483     1.1803
       1250    0.88542      29.42     38.789     1.1412
     1666.7    0.88542     32.944     33.479     1.1029
     2083.3    0.88542     44.616     23.881     1.0655
       2500    0.88542     47.132      21.83     1.0289
     2916.7    0.88542     47.843     20.761    0.99324
     3333.3    0.88542       47.8     20.052     0.9585
       3750    0.88542     47.318      19.54    0.92459
     4166.7    0.88542     46.549     19.151    0.89149
     4583.3    0.88542      45.58      18.85     0.8592
       5000    0.88542      44.47     18.613    0.82773
     5416.7    0.88542     43.256     18.426    0.79706
     5833.3    0.88542     41.978     18.275    0.76717
       6250    0.88542      40.65     18.156    0.73805
     6666.7    0.88542      39.28     18.068     0.7097
     7083.3    0.88542     37.879     18.003    0.68193
       7500    0.88542     36.454      17.93    0.65363
     7916.7    0.88542     35.021     17.876    0.62605
     8333.3    0.88542     33.589     17.839    0.59917
       8750    0.88542     32.165     17.815    0.57302
     9166.7    0.88542     30.756     17.804    0.54759
     9583.3    0.88542     29.366     17.805    0.52287
      10000    0.88542     28.001     17.816    0.49887
      10417    0.88542     26.663     17.837    0.47559
      10833    0.88542     25.356     17.866    0.45302
      11250    0.88542      23.88     17.882    0.42702
      11667    0.88542     22.357     17.886    0.39988
      12083    0.88542     20.932      17.89    0.37446
      12500    0.88542     19.596     17.894    0.35065
      12917    0.88542     18.346     17.898    0.32836
      13333    0.88542     17.176     17.903    0.30749
      13750    0.88542     16.079     17.908    0.28794
      14167    0.88542     15.053     17.913    0.26964
      14583    0.88542     14.091     17.918     0.2525
      15000    0.88542     13.191     17.924    0.23645
      15417    0.88542     12.348     17.931    0.22142
      15833    0.88542     11.559     17.938    0.20734
      16250    0.88542      10.82     17.945    0.19416
      16667    0.88542     10.128     17.952    0.18182
      17083    0.88542     9.4797     17.961    0.17026
      17500    0.88542     8.8728      17.97    0.15944
      17917    0.88542     8.3044      17.98    0.14931
      18333    0.88542     7.7722      17.99    0.13982
      18750    0.88542     7.2739     18.001    0.13094
      19167    0.88542     6.8072     18.013    0.12262
      19583    0.88542     6.3702     18.025    0.11483
      20000    0.88542     5.9609     18.039    0.10753
          0        0.9     22.362     56.835      1.271
     416.67        0.9     24.007     51.229     1.2298
     833.33        0.9     25.827     46.059     1.1896
       1250        0.9      28.01     41.064     1.1502
     1666.7        0.9     31.102     35.742     1.1116
     2083.3        0.9     42.471     25.287      1.074
       2500        0.9     46.168     22.464     1.0371
     2916.7        0.9     47.204     21.208     1.0011
     3333.3        0.9     47.341     20.408    0.96613
       3750        0.9      46.98     19.838    0.93198
     4166.7        0.9     46.298      19.41    0.89864
     4583.3        0.9     45.397     19.079    0.86611
       5000        0.9     44.339     18.819     0.8344
     5416.7        0.9     43.168     18.613     0.8035
     5833.3        0.9     41.922     18.448    0.77338
       6250        0.9     40.625     18.315    0.74404
     6666.7        0.9     39.281     18.215    0.71548
     7083.3        0.9     37.902     18.144    0.68768
       7500        0.9     36.497     18.072    0.65958
     7916.7        0.9     35.078     18.012    0.63181
     8333.3        0.9     33.657     17.968    0.60475
       8750        0.9     32.242      17.94    0.57841
     9166.7        0.9      30.84     17.924    0.55279
     9583.3        0.9     29.456     17.921    0.52789
      10000        0.9     28.094     17.929     0.5037
      10417        0.9     26.759     17.947    0.48024
      10833        0.9     25.454     17.973    0.45748
      11250        0.9     23.974     17.988    0.43125
      11667        0.9     22.446     17.992    0.40383
      12083        0.9     21.014     17.996    0.37816
      12500        0.9     19.674         18    0.35412
      12917        0.9     18.419     18.004    0.33161
      13333        0.9     17.243     18.009    0.31053
      13750        0.9     16.143     18.014    0.29079
      14167        0.9     15.112     18.019    0.27231
      14583        0.9     14.147     18.025      0.255
      15000        0.9     13.243     18.031    0.23879
      15417        0.9     12.397     18.037    0.22361
      15833        0.9     11.605     18.044    0.20939
      16250        0.9     10.863     18.051    0.19608
      16667        0.9     10.168     18.059    0.18362
      17083        0.9      9.517     18.067    0.17195
      17500        0.9     8.9077     18.077    0.16102
      17917        0.9     8.3372     18.086    0.15079
      18333        0.9     7.8029     18.097    0.14121
      18750        0.9     7.3025     18.108    0.13223
      19167        0.9      6.834      18.12    0.12383
      19583        0.9     6.3953     18.132    0.11596
      20000        0.9     5.9844     18.146    0.10859
